H HEADER INFORMATION ------------------------------------------- 
H COMPANY : Impetro Operating, LLC
H FIELD   : Winkler County., TX (NAD 27)
H SITE    : Sec 03, Blk C-24 PSLS
H WELL    : Kudu A #2H
H WELLPATH: Wellbore #1
H DEPTHUNT: usft
H SURVDATE: 1/1/1990 
H---------------------------------------------------------------- 
H WELL INFORMATION 
H WELL EW MAP : 1072754.46
H WELL NS MAP : 852298.31
H DATUM ELEVN : 3018.00
H VSECT ANGLE : 166.60
H VSECT NORTH : 0.00
H VSECT EAST  : 0.00
H----------------------------------------------------------------
H SURVEY TYPE INFORMATION
H  122.00 - 19683.00 SURVEY #1 : MWD
H  19683.00 - 21261.62 PLAN #6A : MWD
H----------------------------------------------------------------
H SURVEY LIST
H MD      INC       AZI       TVD       NS        EW
19020.00  91.60     163.70    12839.10  -6179.22  1324.49   
19030.00  91.61     163.67    12838.82  -6188.81  1327.30   
19040.00  91.62     163.64    12838.54  -6198.41  1330.12   
19050.00  91.63     163.61    12838.26  -6208.00  1332.93   
19060.00  91.64     163.57    12837.97  -6217.58  1335.76   
19070.00  91.65     163.54    12837.69  -6227.17  1338.59   
19080.00  91.66     163.51    12837.40  -6236.76  1341.42   
19090.00  91.67     163.48    12837.11  -6246.34  1344.26   
19100.00  91.68     163.45    12836.81  -6255.92  1347.11   
19110.00  91.69     163.42    12836.52  -6265.50  1349.96   
19120.00  91.76     163.45    12836.22  -6275.08  1352.81   
19130.00  91.88     163.54    12835.90  -6284.67  1355.65   
19140.00  91.99     163.64    12835.56  -6294.25  1358.47   
19150.00  92.11     163.73    12835.21  -6303.85  1361.28   
19160.00  92.23     163.83    12834.83  -6313.44  1364.07   
19170.00  92.34     163.93    12834.43  -6323.04  1366.85   
19180.00  92.46     164.02    12834.01  -6332.64  1369.60   
19190.00  92.58     164.12    12833.57  -6342.25  1372.35   
19200.00  92.69     164.21    12833.11  -6351.86  1375.07   
19210.00  92.80     164.29    12832.63  -6361.47  1377.78   
19220.00  92.77     164.15    12832.14  -6371.09  1380.50   
19230.00  92.73     164.01    12831.66  -6380.69  1383.24   
19240.00  92.70     163.88    12831.19  -6390.29  1386.00   
19250.00  92.67     163.74    12830.72  -6399.88  1388.79   
19260.00  92.64     163.60    12830.26  -6409.47  1391.59   
19270.00  92.61     163.47    12829.80  -6419.05  1394.43   
19280.00  92.58     163.33    12829.35  -6428.62  1397.28   
19290.00  92.54     163.19    12828.90  -6438.19  1400.16   
19300.00  92.51     163.05    12828.46  -6447.75  1403.06   
19310.00  92.42     162.91    12828.03  -6457.30  1405.98   
19320.00  92.30     162.76    12827.62  -6466.85  1408.93   
19330.00  92.17     162.62    12827.23  -6476.39  1411.90   
19340.00  92.05     162.47    12826.86  -6485.92  1414.90   
19350.00  91.92     162.32    12826.51  -6495.45  1417.92   
19360.00  91.79     162.17    12826.19  -6504.97  1420.97   
19370.00  91.67     162.03    12825.89  -6514.48  1424.04   
19380.00  91.54     161.88    12825.61  -6523.98  1427.14   
19390.00  91.41     161.73    12825.35  -6533.48  1430.26   
19400.00  91.30     161.61    12825.11  -6542.97  1433.41   
19410.00  91.25     161.69    12824.89  -6552.46  1436.55   
19420.00  91.21     161.78    12824.68  -6561.95  1439.69   
19430.00  91.17     161.86    12824.47  -6571.45  1442.81   
19440.00  91.13     161.95    12824.27  -6580.95  1445.91   
19450.00  91.08     162.03    12824.08  -6590.46  1449.00   
19460.00  91.04     162.12    12823.89  -6599.98  1452.08   
19470.00  91.00     162.20    12823.71  -6609.49  1455.14   
19480.00  90.96     162.29    12823.54  -6619.02  1458.19   
19490.00  90.91     162.37    12823.38  -6628.54  1461.23   
19500.00  90.85     162.44    12823.22  -6638.07  1464.25   
19510.00  90.77     162.51    12823.08  -6647.61  1467.26   
19520.00  90.70     162.57    12822.95  -6657.15  1470.26   
19530.00  90.63     162.63    12822.84  -6666.69  1473.25   
19540.00  90.55     162.70    12822.74  -6676.23  1476.23   
19550.00  90.48     162.76    12822.65  -6685.78  1479.20   
19560.00  90.41     162.82    12822.57  -6695.34  1482.15   
19570.00  90.33     162.89    12822.50  -6704.89  1485.10   
19580.00  90.26     162.95    12822.45  -6714.45  1488.04   
19590.00  90.19     163.01    12822.41  -6724.01  1490.97   
19600.00  90.11     163.09    12822.39  -6733.58  1493.88   
19610.00  90.04     163.16    12822.37  -6743.15  1496.78   
19620.00  89.96     163.24    12822.37  -6752.72  1499.67   
19630.00  89.89     163.31    12822.39  -6762.30  1502.55   
19640.00  89.82     163.38    12822.41  -6771.88  1505.42   
19650.00  89.74     163.46    12822.45  -6781.46  1508.27   
19660.00  89.67     163.53    12822.50  -6791.05  1511.11   
19670.00  89.60     163.60    12822.57  -6800.64  1513.94   
19680.00  89.52     163.68    12822.64  -6810.24  1516.76   
19690.00  89.50     163.70    12822.73  -6819.83  1519.57   
19700.00  89.50     163.70    12822.82  -6829.43  1522.37   
19710.00  89.50     163.70    12822.90  -6839.03  1525.18   
19720.00  89.50     163.70    12822.99  -6848.63  1527.99   
19730.00  89.50     163.70    12823.08  -6858.22  1530.79   
19740.00  89.56     163.70    12823.16  -6867.82  1533.60   
19750.00  89.76     163.70    12823.22  -6877.42  1536.41   
19760.00  89.96     163.70    12823.25  -6887.02  1539.21   
19770.00  90.16     163.70    12823.24  -6896.62  1542.02   
19780.00  90.36     163.70    12823.19  -6906.21  1544.83   
19790.00  90.56     163.70    12823.11  -6915.81  1547.63   
19800.00  90.76     163.70    12823.00  -6925.41  1550.44   
19810.00  90.96     163.70    12822.85  -6935.01  1553.24   
19820.00  91.16     163.70    12822.66  -6944.60  1556.05   
19830.00  91.36     163.70    12822.44  -6954.20  1558.86   
19840.00  91.56     163.70    12822.19  -6963.79  1561.66   
19850.00  91.76     163.70    12821.90  -6973.39  1564.47   
19860.00  91.96     163.70    12821.57  -6982.98  1567.27   
19870.00  92.16     163.70    12821.21  -6992.57  1570.08   
19880.00  92.36     163.70    12820.82  -7002.16  1572.88   
19890.00  92.56     163.70    12820.39  -7011.75  1575.69   
19900.00  92.76     163.70    12819.93  -7021.34  1578.49   
19910.00  92.96     163.70    12819.43  -7030.92  1581.29   
19920.00  93.16     163.70    12818.89  -7040.51  1584.10   
19930.00  93.36     163.70    12818.32  -7050.09  1586.90   
19940.00  93.56     163.70    12817.72  -7059.67  1589.70   
19950.00  93.76     163.70    12817.08  -7069.25  1592.50   
19960.00  93.89     163.70    12816.41  -7078.83  1595.30   
19970.00  93.89     163.70    12815.73  -7088.40  1598.10   
19980.00  93.89     163.70    12815.06  -7097.98  1600.90   
19990.00  93.89     163.70    12814.38  -7107.56  1603.70   
20000.00  93.89     163.70    12813.70  -7117.13  1606.50   
20010.00  93.89     163.70    12813.02  -7126.71  1609.30   
20020.00  93.89     163.70    12812.35  -7136.28  1612.10   
20030.00  93.89     163.70    12811.67  -7145.86  1614.90   
20040.00  93.89     163.70    12810.99  -7155.44  1617.70   
20050.00  93.89     163.70    12810.31  -7165.01  1620.50   
20060.00  93.89     163.70    12809.64  -7174.59  1623.30   
20070.00  93.89     163.70    12808.96  -7184.16  1626.10   
20080.00  93.89     163.70    12808.28  -7193.74  1628.90   
20090.00  93.89     163.70    12807.60  -7203.32  1631.70   
20100.00  93.89     163.70    12806.92  -7212.89  1634.50   
20110.00  93.89     163.70    12806.25  -7222.47  1637.30   
20120.00  93.89     163.70    12805.57  -7232.04  1640.10   
20130.00  93.89     163.70    12804.89  -7241.62  1642.90   
20140.00  93.89     163.70    12804.21  -7251.19  1645.71   
20150.00  93.89     163.70    12803.54  -7260.77  1648.51   
20160.00  93.89     163.70    12802.86  -7270.35  1651.31   
20170.00  93.89     163.70    12802.18  -7279.92  1654.11   
20180.00  93.89     163.70    12801.50  -7289.50  1656.91   
20190.00  93.89     163.70    12800.83  -7299.07  1659.71   
20200.00  93.89     163.70    12800.15  -7308.65  1662.51   
20210.00  93.89     163.70    12799.47  -7318.23  1665.31   
20220.00  93.89     163.70    12798.79  -7327.80  1668.11   
20230.00  93.89     163.70    12798.12  -7337.38  1670.91   
20240.00  93.89     163.70    12797.44  -7346.95  1673.71   
20250.00  93.89     163.70    12796.76  -7356.53  1676.51   
20260.00  93.89     163.70    12796.08  -7366.11  1679.31   
20270.00  93.89     163.70    12795.40  -7375.68  1682.11   
20280.00  93.89     163.70    12794.73  -7385.26  1684.91   
20290.00  93.89     163.70    12794.05  -7394.83  1687.71   
20300.00  93.89     163.70    12793.37  -7404.41  1690.51   
20310.00  93.89     163.70    12792.69  -7413.99  1693.31   
20320.00  93.89     163.70    12792.02  -7423.56  1696.11   
20330.00  93.89     163.70    12791.34  -7433.14  1698.91   
20340.00  93.89     163.70    12790.66  -7442.71  1701.71   
20350.00  93.89     163.70    12789.98  -7452.29  1704.51   
20360.00  93.89     163.70    12789.31  -7461.87  1707.31   
20370.00  93.89     163.70    12788.63  -7471.44  1710.11   
20380.00  93.89     163.70    12787.95  -7481.02  1712.91   
20390.00  93.89     163.70    12787.27  -7490.59  1715.71   
20400.00  93.89     163.70    12786.60  -7500.17  1718.51   
20410.00  93.86     163.70    12785.92  -7509.75  1721.31   
20420.00  93.66     163.70    12785.26  -7519.32  1724.11   
20430.00  93.46     163.70    12784.64  -7528.90  1726.91   
20440.00  93.26     163.70    12784.05  -7538.49  1729.71   
20450.00  93.06     163.70    12783.50  -7548.07  1732.52   
20460.00  92.86     163.70    12782.99  -7557.65  1735.32   
20470.00  92.66     163.70    12782.50  -7567.24  1738.12   
20480.00  92.46     163.70    12782.06  -7576.83  1740.93   
20490.00  92.26     163.70    12781.65  -7586.42  1743.73   
20500.00  92.06     163.70    12781.27  -7596.01  1746.54   
20510.00  91.86     163.70    12780.93  -7605.60  1749.34   
20520.00  91.66     163.70    12780.62  -7615.20  1752.15   
20530.00  91.46     163.70    12780.35  -7624.79  1754.95   
20540.00  91.26     163.70    12780.11  -7634.39  1757.76   
20550.00  91.06     163.70    12779.91  -7643.98  1760.56   
20560.00  91.02     163.70    12779.73  -7653.58  1763.37   
20570.00  91.02     163.70    12779.55  -7663.18  1766.18   
20580.00  91.02     163.70    12779.37  -7672.77  1768.98   
20590.00  91.02     163.70    12779.19  -7682.37  1771.79   
20600.00  91.02     163.70    12779.01  -7691.96  1774.59   
20610.00  91.02     163.70    12778.84  -7701.56  1777.40   
20620.00  91.02     163.70    12778.66  -7711.16  1780.21   
20630.00  91.02     163.70    12778.48  -7720.75  1783.01   
20640.00  91.02     163.70    12778.30  -7730.35  1785.82   
20650.00  91.02     163.70    12778.12  -7739.95  1788.63   
20660.00  91.08     163.70    12777.94  -7749.54  1791.43   
20670.00  91.16     163.70    12777.74  -7759.14  1794.24   
20680.00  91.16     163.70    12777.54  -7768.74  1797.04   
20690.00  91.16     163.70    12777.34  -7778.33  1799.85   
20700.00  91.16     163.70    12777.14  -7787.93  1802.66   
20710.00  91.16     163.70    12776.94  -7797.52  1805.46   
20720.00  91.16     163.70    12776.73  -7807.12  1808.27   
20730.00  91.16     163.70    12776.53  -7816.72  1811.07   
20740.00  91.16     163.70    12776.33  -7826.31  1813.88   
20750.00  91.16     163.70    12776.13  -7835.91  1816.69   
20760.00  91.16     163.70    12775.93  -7845.51  1819.49   
20770.00  91.16     163.70    12775.72  -7855.10  1822.30   
20780.00  91.16     163.70    12775.52  -7864.70  1825.10   
20790.00  91.16     163.70    12775.32  -7874.29  1827.91   
20800.00  91.16     163.70    12775.12  -7883.89  1830.72   
20810.00  91.16     163.70    12774.92  -7893.49  1833.52   
20820.00  91.16     163.70    12774.71  -7903.08  1836.33   
20830.00  91.16     163.70    12774.51  -7912.68  1839.13   
20840.00  91.16     163.70    12774.31  -7922.27  1841.94   
20850.00  91.16     163.70    12774.11  -7931.87  1844.75   
20860.00  91.16     163.70    12773.91  -7941.47  1847.55   
20870.00  91.16     163.70    12773.71  -7951.06  1850.36   
20880.00  91.16     163.70    12773.50  -7960.66  1853.16   
20890.00  91.16     163.70    12773.30  -7970.25  1855.97   
20900.00  91.16     163.70    12773.10  -7979.85  1858.78   
20910.00  91.06     163.70    12772.90  -7989.45  1861.58   
20920.00  90.92     163.70    12772.73  -7999.04  1864.39   
20930.00  90.92     163.70    12772.57  -8008.64  1867.20   
20940.00  90.92     163.70    12772.41  -8018.24  1870.00   
20950.00  90.92     163.70    12772.25  -8027.83  1872.81   
20960.00  90.92     163.70    12772.09  -8037.43  1875.61   
20970.00  90.92     163.70    12771.93  -8047.03  1878.42   
20980.00  90.92     163.70    12771.77  -8056.62  1881.23   
20990.00  90.92     163.70    12771.61  -8066.22  1884.03   
21000.00  90.92     163.70    12771.45  -8075.82  1886.84   
21010.00  90.92     163.70    12771.29  -8085.42  1889.64   
21020.00  90.92     163.70    12771.13  -8095.01  1892.45   
21030.00  90.92     163.70    12770.97  -8104.61  1895.26   
21040.00  90.92     163.70    12770.81  -8114.21  1898.06   
21050.00  90.92     163.70    12770.65  -8123.80  1900.87   
21060.00  90.92     163.70    12770.49  -8133.40  1903.68   
21070.00  90.92     163.70    12770.33  -8143.00  1906.48   
21080.00  90.92     163.70    12770.17  -8152.59  1909.29   
21090.00  90.92     163.70    12770.01  -8162.19  1912.09   
21100.00  90.92     163.70    12769.85  -8171.79  1914.90   
21110.00  90.92     163.70    12769.69  -8181.38  1917.71   
21120.00  90.92     163.70    12769.53  -8190.98  1920.51   
21130.00  90.92     163.70    12769.37  -8200.58  1923.32   
21140.00  90.92     163.70    12769.21  -8210.17  1926.12   
21150.00  90.92     163.70    12769.05  -8219.77  1928.93   
21160.00  90.92     163.70    12768.89  -8229.37  1931.74   
21170.00  90.92     163.70    12768.73  -8238.97  1934.54   
21180.00  90.92     163.70    12768.57  -8248.56  1937.35   
21190.00  90.92     163.70    12768.40  -8258.16  1940.16   
21200.00  90.92     163.70    12768.24  -8267.76  1942.96   
21210.00  90.92     163.70    12768.08  -8277.35  1945.77   
21220.00  90.92     163.70    12767.92  -8286.95  1948.57   
21230.00  90.92     163.70    12767.76  -8296.55  1951.38   
21240.00  90.92     163.70    12767.60  -8306.14  1954.19   
21250.00  90.92     163.70    12767.44  -8315.74  1956.99   
21260.00  90.92     163.70    12767.28  -8325.34  1959.80   
21261.62  90.92     163.70    12767.26  -8326.89  1960.25   
